Country Block_2,Number of Posts,Percentage of Following,Is Business Account,Class,Country Block_1,Is Professional Account,Sex,Is Joined Recently,Is Verified,Is Private,Length of Username,Number of Video Posts,Length of Biography,Mean Post Likes,Number of Mutual Followers,Number of Followers
0.0,0.551009202001732,0.7636980430165375,0.0,0,1,0,0,1,1,0,110.87101886810288,-9.491975310804946,101.35816902657052,27.710145530601803,28.99166635926214,38.60768958487233
0.0,0.5298086738219735,0.9000690420253026,0.0,0,1,0,0,1,1,0,-7.91876509417164,21.20039761392212,90.626190076866,21.01466111779828,-7.397577951556089,57.80409724255146
0.0,0.5481203323443243,0.8148298643004978,1.0,0,1,0,0,0,0,1,-108.94799672093036,14.167584867365203,106.8420682972397,31.9104150038378,55.73643466422454,61.64984931846535
0.0,0.5247448740339354,0.7849223713615753,0.0,1,0,1,1,1,0,1,77.0703282856147,143.60950291764038,66.35470828443826,18.465421076446844,25.18809693015441,45.93111336645101
0.0,0.5562574830278588,0.8220982718148675,1.0,1,0,1,1,1,1,1,79.87278056478031,-0.6956052819778975,30.398624672851376,27.3511704895528,10.26071629504447,87.62527067420234
0.0,0.5526251575652991,0.7992429364697884,0.0,0,1,0,0,0,0,0,21.161221049053747,61.04462608479737,95.99693730989424,34.3443367629894,-55.01253967583346,93.24057507710462
0.0,0.5410299511765503,0.8103429756620606,1.0,1,1,1,0,0,1,1,80.32850055142214,194.1901664178181,-35.515098096011194,16.216412446893244,22.58262892213189,-74.55931046312878
0.0,0.6860125584831815,0.7502283786753257,1.0,1,1,1,0,1,0,1,83.76420755504839,-40.66794534992182,7.078617486566568,40.54436764237229,85.1893520043456,1.888790934173176
0.0,0.6112086423378871,0.7205214717962999,0.0,1,0,1,1,1,1,1,92.13754810223566,-7.011072134832951,-122.4869195938584,102.5904666810332,0.5467096733604286,24.17931165801477
0.0,0.5462140584062675,0.7537992427392877,0.0,1,0,1,1,1,0,1,86.29775615855603,73.78253318113173,64.60971841756796,37.93712480621178,33.964786497504235,6.77061822187958
0.0,0.5932688217102712,0.796824675416775,0.0,1,0,1,1,1,1,1,87.67840967428646,-13.707419315082204,4.532026612152032,27.07648433467043,25.3326255031326,20.222139943516808
0.0,0.5823012630429515,0.7837640716165339,1.0,1,0,1,1,0,1,1,95.24673816287924,197.9816505890914,21.191941225872668,27.193139974678903,-23.106194179922,30.249772780553727
0.0,0.5440791775962542,0.7749162043523042,0.0,1,0,1,1,0,1,1,89.42745106694521,34.03245448129227,-57.55265168467588,49.31442530389434,10.946652544891432,89.58439245893531
0.0,0.5822291682246863,0.7488140931180433,0.0,0,1,0,0,1,0,1,107.93312389625788,-86.32677856854791,99.04351345965316,29.76848495232493,-45.78024912845468,33.545441647634405
0.0,0.5909043686918033,0.8297952945301547,0.0,0,1,0,0,1,1,1,201.40390842200867,49.07936841528924,107.29031268391824,24.46136881820372,72.75037080300167,65.3572841067693
0.0,0.5921132654322272,0.7938430096823061,1.0,0,1,0,0,0,0,0,163.4727703737105,-32.50361473165003,102.70354483439404,25.024629050960176,6.794234455799481,88.25722263702409
0.0,0.5685656392504844,0.7791706405053123,0.0,0,1,0,0,1,1,0,-167.39258313835683,-86.39649995268451,102.24497654869664,31.84847522540122,27.29617462636035,56.12490452737702
0.0,0.5717963702121032,0.7990196579640421,1.0,1,0,0,0,1,1,1,93.94247990823548,-46.63815212313816,58.11397364667132,47.48890860763535,76.81272517043828,-78.28472989508067
0.0,0.6270554053693735,0.7323893294878151,1.0,1,0,0,1,0,1,1,76.48199355006503,75.35657627191087,32.50162970235043,58.13332408013044,-22.584186474023724,18.192636784328315
0.0,0.6041941470742475,0.8198341807767502,1.0,1,0,1,1,1,1,1,80.89442155428799,250.3149968500261,-42.82797221624121,61.16585296603034,-4.864910683273045,37.810585707085465
0.0,0.6478262086489148,0.7420467973539149,0.0,0,1,0,1,1,0,0,-47.52509071414352,12.765493834488174,97.50706281985744,29.289822321289268,101.65333112068204,53.08398200781243
0.0,0.6190986121473646,0.7776376327997634,1.0,0,1,0,1,1,1,0,-27.55530821500552,-6.949217716354319,95.01875473190384,24.703601106356995,-1.606432240346825,51.96072943846812
0.0,0.6308953528720919,0.8127940984037325,0.0,1,0,1,1,1,1,0,93.11809294296356,-72.77253863047677,67.8938269512754,53.83815295815084,51.22636723367086,82.7542375520838
0.0,0.6564380460059853,0.7915187409455315,0.0,0,1,0,1,1,1,1,-86.78436369047178,-96.43379245938716,85.31933922207261,26.94067207147437,30.503491062996208,63.44233407812547
0.0,0.6942304377226115,0.7810336042764555,0.0,1,0,1,1,0,0,1,75.05557292860149,187.34845221796465,46.43477639713176,-23.71686389062978,24.576125238523613,34.85240003290784
0.0,0.5747720647879035,0.8527965317185751,0.0,1,0,1,0,1,1,1,76.21849565332823,-44.30969164411152,-118.66192252286628,73.2897736796844,52.083373030139256,17.17385323529964
0.0,0.5616753229593118,0.7768649807493502,1.0,1,0,1,1,1,1,1,83.12925144369092,121.39521301623496,-34.432321347804496,55.815984403077785,18.48756952371294,30.09330822065405
0.0,0.652596131031062,0.7942640708656925,1.0,1,0,1,0,1,0,1,88.09390086022248,14.595334841620812,-91.2528742282171,90.76729534051768,20.48560457229809,-22.01055347992437
0.0,0.7030926997393351,0.8209026132288662,0.0,0,1,0,0,1,0,1,-24.41853078649882,-12.392309123992549,104.39902440879855,30.66902135572829,0.3920333704940759,0.6440583852334996
0.0,0.6482759727438565,0.8512545512361541,0.0,1,0,1,0,1,1,1,82.24446032599427,17.45343442151563,97.24931070421457,37.01786690007837,38.87944670410885,65.37434400301484
0.0,0.6098346455282101,0.7444614191335637,0.0,1,0,1,0,1,1,0,69.03283052472715,23.499365087514136,-170.40846428469072,60.79123968041845,30.976270798115344,28.74475777816948
0.0,0.5661364502105262,0.8028328365287907,1.0,1,0,1,0,1,1,1,84.11062337962323,-34.695070072883226,40.184021680684936,5.018249665748332,27.60454113760164,22.966722178078832
0.0,0.7396934719100268,0.8434074066631905,0.0,1,0,1,0,1,0,1,75.19391592945804,104.74586218821196,3.495537904697107,35.952492486246314,38.70242161991,69.8750971308231
0.0,0.5631341424270331,0.8051446746519064,0.0,0,1,0,0,1,1,0,-149.77152060517685,14.33169205870559,107.61895940044587,35.27562035917123,53.4030340682438,38.351542380277856
0.0,0.5207965687505757,0.7046390261265094,1.0,0,1,0,0,1,1,1,167.29557445521604,168.2638401142499,101.83284040222942,38.90644431992348,-17.65515031364297,63.02954086148715
0.0,0.6484195437883763,0.8229137123505242,0.0,0,1,0,0,1,1,0,-30.62744209264876,-55.51391901764083,87.97832083789947,26.16996725691228,-2.2907525156638604,31.88708320613426
0.0,0.5580050284574962,0.8096369793993079,1.0,0,1,0,0,1,1,1,-34.83524407311591,30.45065259416946,92.32745299179876,21.73384495973623,14.075977264467474,25.799099558780945
0.0,0.5410097079559285,0.8358190708985727,0.0,1,0,1,0,1,0,1,83.74051804569383,127.91151410276984,-94.67348083815754,61.413101259948114,12.753226715025164,-36.73030442644825
0.0,0.7215902417459151,0.8146283770547316,0.0,1,1,1,1,1,1,1,85.88238657990081,36.38101270877819,-52.47517565803423,67.68605294399538,-9.51692768275914,-49.04674055140187
0.0,0.6988387998728199,0.8055824089176524,1.0,1,0,1,1,0,1,0,89.85388802757475,6.368723670352843,118.46607054712987,52.55119248235574,-33.320588693869894,13.984092348755595
0.0,0.6130316210324761,0.7596830002631552,1.0,1,0,1,0,1,1,1,101.34085720613184,-72.5759915242594,-52.51447649875475,118.28913006339263,38.18093791591728,4.234949896489448
0.0,0.5213642038472539,0.7550734760619215,0.0,0,1,0,0,1,1,0,22.79649966012283,96.40651439681923,94.83171198061116,27.78102877175971,-31.78453401662898,98.8679333433952
0.0,0.5609282767194098,0.7460152037716354,1.0,1,0,0,1,0,1,1,78.73373646180639,66.29058037843825,-41.60893426951963,59.472632377505406,21.48685427705424,-1.810218563294459
0.0,0.5908616985023982,0.7369903103593738,1.0,0,1,0,0,0,0,0,112.1306104901266,93.23657378400576,103.02890298644311,22.57637745489025,-39.02166609160267,28.63610519778521
0.0,0.5359416396441382,0.7828473848066031,0.0,1,0,1,0,0,0,1,82.60426929243198,-83.85848237467843,-154.39381295027326,108.71327362972522,11.219840620121802,-10.30773463171343
0.0,0.5395277495758054,0.8309407002337271,0.0,1,0,1,0,0,0,1,82.15496299754233,141.7552589551468,46.37876434409458,67.70039076102232,-21.31371112544269,-6.655608067189451
0.0,0.6201205646511546,0.7615899791723582,0.0,1,0,1,0,0,1,1,81.18244148357194,-7.191686392397713,-69.32277121438828,-33.91874370259308,23.520363138363773,127.9750408735667
0.0,0.6038909353550078,0.8777169717848622,1.0,0,1,0,0,1,1,0,-45.267089768728034,89.41239093735285,112.0661572951248,27.05175211495789,-38.45141007198015,41.80438396792088
