Country Block_2,Number of Posts,Percentage of Following,Is Business Account,Class,Is Verified,Is Private,Is Professional Account,Sex,Is Joined Recently,Country Block_1,Number of Followers,Length of Biography,Mean Post Likes,Length of Username,Number of Mutual Followers,Number of Video Posts
0.0,0.5367282433624635,0.7842403344528739,0.0,0,1,1,0,1,1,1,13.792007804837604,24.57469545895024,41.653028704522754,46.92359692587364,91.78907649144192,83.03491972011048
0.0,0.5218750793361163,0.7789562495716029,0.0,0,1,1,0,0,0,1,23.04873036507783,-46.67418753265147,51.27414702198274,-46.71428352330611,112.48872840057248,74.60767752762597
0.0,0.5608142204163292,0.8322380033174395,0.0,0,1,1,0,0,1,1,92.34039716776712,-28.72911854870572,53.419457264622494,161.1270311521642,98.92258881611131,85.44077693260617
0.0,0.7336636226755506,0.8139894193531616,1.0,0,0,0,0,0,0,1,15.787122175589865,98.1441118692936,72.10034651483296,88.51502364508939,76.17215088060755,83.55867302758303
0.0,0.5658688265297224,0.7896031313539351,1.0,0,1,1,0,1,0,0,127.96672742619236,-64.80537807129497,33.787405138585044,80.75864368226516,89.04111701429362,62.29565611413162
0.0,0.6493935940978819,0.821875793601653,1.0,0,1,1,0,1,1,1,41.64477455397396,-57.29290164664474,46.23340091524997,-62.960489796854375,93.88295365576607,68.15938165474303
0.0,0.5609451729722287,0.7955301332557188,0.0,0,1,0,0,1,1,1,-3.200753994443062,-87.1419922593269,64.46221436504571,225.17511481756992,95.60770065151628,67.41597476896273
0.0,0.7200061694957876,0.8009723665710553,0.0,0,1,0,1,1,0,1,78.745835233093,-137.8085103883778,92.30302134092386,30.529138055527863,103.97820031442264,70.52503872213771
0.0,0.6116887214142154,0.796487545762754,0.0,0,1,1,1,0,0,1,49.88664527272474,-114.23071011672468,56.34982068211942,244.0419651090774,98.23206461859736,96.1440892706064
0.0,0.5235393814189717,0.8280224428933224,0.0,1,0,1,0,0,1,0,58.19999011570093,96.58140337991026,51.872783887736574,70.49671215036804,121.40110151301076,-12.269157624035202
0.0,0.5526251575652991,0.7992429364697884,0.0,0,1,1,1,0,0,1,-10.216362941106752,64.87968444532189,57.7140402987864,100.26936234114272,71.10633779257945,68.52190972359202
0.0,0.6416851714848876,0.7897055203372815,1.0,1,1,1,0,0,1,0,11.556160628053796,141.19498726837725,-22.46566221240384,183.8981819578816,30.944242087358862,34.68600512977924
0.0,0.6855759132255793,0.7761538202654334,0.0,1,0,0,1,0,1,0,47.41156492012618,57.825639372008325,43.43763093418346,230.69245427592367,24.63146887316996,26.26259646337252
0.0,0.5332873958752111,0.8053218117479339,0.0,1,0,1,0,0,1,0,30.80545677944996,54.015617448367465,61.413866668233645,213.74847722131403,80.37084861968563,-39.251537511827394
0.0,0.6394577326622939,0.7826612665326228,0.0,0,1,1,0,0,0,1,-1.6492038178419506,-28.344542432672945,75.26703374352688,107.1823475012935,84.66616967027828,73.2067099452725
0.0,0.6239190396686993,0.7701126515312159,0.0,0,1,1,0,0,0,1,82.19302776016242,143.28126361323754,56.115686479180575,245.55100777345524,94.00046639047964,55.89000471544864
0.0,0.5972001459988836,0.7550747661024696,1.0,0,0,1,1,0,0,1,98.79683371100644,13.625082983135368,75.45287641966063,197.55846559672483,85.43123026964761,69.74582120863099
0.0,0.5326224090122965,0.8181095650348909,0.0,0,1,0,0,1,0,1,-0.0423916859120936,69.0137554600067,41.776772895576485,153.22112765855576,97.12622835934388,59.72417671897711
0.0,0.5965709538705998,0.7368618169595049,1.0,0,1,1,0,1,0,1,103.46244415581228,-112.29177028680888,63.69395115282305,93.2664771347781,86.11708646259775,56.83286398336121
0.0,0.6671116548768168,0.7689123512232052,0.0,1,0,1,1,0,1,0,16.804931873280875,125.21258626123506,134.5047206969843,18.72331485779246,64.44802346547235,-22.02902357483612
0.0,0.6555744962252307,0.812382882174326,0.0,1,0,1,1,0,1,0,-47.95550858804276,120.21630910991988,160.67696200962507,132.06990546780503,20.830804863400854,72.54318570384783
0.0,0.5978302711372037,0.8141201659862968,0.0,1,0,1,0,0,1,0,-40.8413597045097,180.12015021120447,32.02298239335659,62.244690780916486,45.261269639503,-32.528195244145685
0.0,0.5590128627188777,0.7919894061891083,0.0,1,0,1,0,0,1,0,53.87785410994229,168.5792117270579,68.90314196106414,168.71858817648302,108.50188299480448,88.5260406879471
0.0,0.6457020326574362,0.7228865838350144,0.0,1,0,1,0,0,1,0,-61.54339067588103,91.66101716929168,63.68302384234112,-30.76853029559858,-36.76224099736915,-40.71471873816155
0.0,0.5721252803631288,0.817946636725055,1.0,0,1,1,1,0,1,1,82.69807950492071,44.62937765025866,53.38580031061365,175.7206175700844,101.66559143420103,82.37194734309999
0.0,0.5683480726154466,0.7794158881773114,1.0,0,0,1,0,1,0,1,25.89364898850584,51.85339666661312,60.36825288625479,-75.42142960936164,88.24452555687797,86.69326582201654
0.0,0.6210422527142011,0.7500542281881101,1.0,0,0,1,1,0,1,1,-26.124344041031947,-60.690724704232025,55.00962599579079,76.08135042438735,110.7383847461871,81.01813244223719
0.0,0.5908616985023982,0.7369903103593738,1.0,1,0,1,1,0,1,0,56.52609696354712,83.20240299212256,-15.358847139063528,12.528539400605908,79.7898305659462,87.97358388922403
0.0,0.628037770321955,0.7868830858162305,0.0,1,0,1,0,0,1,0,-26.699513136761183,155.57543907796148,226.47752461907783,208.83081651884265,53.92793934512846,102.53758182367844
0.0,0.6469833808527424,0.8201519119714944,0.0,1,0,1,1,0,1,0,105.8542464094432,140.05148355760124,18.40889081794181,201.23369852380188,3.355409172764724,35.121636373848965
0.0,0.8490859263909931,0.762741417877132,0.0,1,0,0,0,0,0,1,131.55731148176017,151.36722688016377,129.91370904245215,-11.380257072642635,94.35559393517164,60.02223899645948
0.0,0.5391794568771217,0.8547051342528436,1.0,0,1,1,0,0,0,1,132.61870452391952,77.77444609628907,67.10719945679158,202.4092440486699,96.9756878379558,75.12379068477631
0.0,0.6520865323330729,0.7993101090296204,1.0,0,1,1,1,0,0,1,146.17925923942008,23.622125437860205,65.10674166216825,35.60737474942167,107.626848707884,79.73732920484139
0.0,0.6165488100582275,0.7858542593084831,0.0,1,1,1,1,0,1,0,-1.0487883742608517,3.8958352085267336,198.8376166046804,155.02844279780206,70.49553655741238,-77.33833876762937
0.0,0.6150032638464487,0.8200713225116981,0.0,0,1,0,0,0,1,1,107.52036854965344,-127.3531437234364,37.21192267443576,14.130347816680654,93.3236942948485,89.92476004699675
0.0,0.6009269868286675,0.7878463514784358,0.0,1,0,1,0,0,1,0,-66.95523220757062,161.63026738036186,42.8280758240956,111.77876525840443,112.16655599880174,-60.04200473254952
0.0,0.5525018318420116,0.7776629098792824,1.0,0,1,1,1,1,0,1,53.35035724636765,21.515839841737296,66.74282081017245,164.3212721827391,106.3510745428124,70.97330605426335
0.0,0.5256363277835631,0.801994142846531,0.0,0,1,1,0,0,0,1,101.7047839779693,-40.86581383940396,56.85984258984393,62.474976208843145,85.36791369369294,85.13426157030645
0.0,0.6795741839542736,0.7418484416680571,1.0,0,0,1,0,0,0,1,46.94511658248503,8.25393318386741,59.50970937680172,145.36750154885146,79.63497866007407,75.44651191716744
0.0,0.7344765154032098,0.8003166064787713,0.0,0,1,1,0,1,0,1,173.04873950524137,21.65716311029793,58.15449876413157,84.82491065244395,101.3609999327808,57.303267514602496
0.0,0.7539812228181235,0.7819519137510096,1.0,0,1,1,0,1,0,1,97.10913240778966,55.233056600509336,55.63943786999079,10.623655336922669,102.75130772182948,73.32313108071638
0.0,0.7216617339480726,0.7947575239351435,0.0,1,0,1,0,0,1,0,102.26220415912566,95.03558429067158,163.39080205147036,84.72583106082156,13.031525346551668,-34.54346889578369
0.0,0.6787278082455581,0.7892482988918542,1.0,1,1,1,0,0,1,0,130.62499026377793,96.43687873217492,29.33589499437636,21.987200641001323,90.21388397805345,116.77090762959725
0.0,0.5205575501381658,0.8470029451901502,0.0,1,0,1,0,0,1,0,110.9971928034835,140.72450261441554,83.3596609165152,182.0415961606238,70.2460971712855,56.09138996456824
0.0,0.661990252457482,0.833999497761851,0.0,1,0,1,1,0,1,1,-12.322252017838707,177.59246811546626,59.05648653745829,7.312931516590808,56.64954978499501,-41.27522555554364
0.0,0.5291590366245555,0.7989446634998167,0.0,0,0,0,0,0,0,1,117.08619044173444,-151.83974216216424,55.9593722516572,74.10213956329784,91.71268095843278,66.94832163994347
0.0,0.6751372368606054,0.8165358317838765,0.0,1,1,1,0,0,1,0,3.402461281675464,106.51544631703916,244.9314484992276,49.16814569242922,21.945335482630945,123.22125046600108
0.0,0.6314180542808331,0.7253707996882035,0.0,0,1,1,0,0,0,1,56.10625658651621,-13.793328943963964,77.64292078855017,124.4012472795538,100.56548627223545,71.44321111467795
0.0,0.6168706824273361,0.758516886899596,0.0,0,1,1,1,0,1,0,70.71863614580987,-79.07620757215085,73.04343074702332,102.21426118223332,106.39063417485087,66.09324487466728
0.0,0.5601814136949387,0.7568564736692655,1.0,0,1,0,0,0,1,1,97.44590911017676,-77.73670868271476,86.68831929499355,41.73487660245392,104.95562093008436,58.44260096078212
0.0,0.714683197042041,0.7769961298901825,0.0,0,1,0,0,1,0,1,-11.352166855451811,-34.27554318861746,59.964513761172576,71.30791059040132,96.07465737740624,66.93039557645292
0.0,0.5777278072353569,0.8055409112944247,0.0,1,0,1,0,0,1,0,-77.7548332362805,91.80650265610024,123.4166227979296,59.29567601832127,34.021882320738094,23.79451872633421
0.0,0.5324930518207638,0.7863242828975776,0.0,0,0,1,0,0,0,1,71.54437264914385,115.70502438784168,66.19803667066883,96.1212442729,99.43300457107222,77.60548492332465
0.0,0.5626295586887817,0.8306500231502598,1.0,1,0,1,1,0,1,0,148.85009349585664,100.81127092488076,43.202919449004575,-19.23383355571748,10.496260615400878,-9.823362590999764
0.0,0.5217063157732308,0.8399183662073151,1.0,0,1,1,0,0,0,1,86.92463525976041,70.34845343810707,47.79779844493756,66.24887119410064,96.22285021729968,72.90917558709408
0.0,0.5780709855851167,0.789026085156008,0.0,0,1,1,0,0,0,1,-28.40609817736737,3.491998849857932,79.61533511797779,103.11651742518916,106.32826162056556,63.09093099191861
0.0,0.5731413269053084,0.8111533607738313,1.0,0,1,0,1,1,0,1,93.00310761903911,30.11944759713144,58.1689306457332,150.31806320094526,91.11595498276589,58.3303710869174
0.0,0.5369770150305828,0.8049984843835214,0.0,1,1,1,0,0,1,0,139.44799866338553,143.43728434006954,30.77418321430408,129.94271003968112,62.663155332573446,19.2730175367766
0.0,0.5786111166228446,0.794767631674802,1.0,1,0,0,1,0,1,0,88.45418546356814,98.46628743339684,83.6674300368911,22.59572875064785,42.612202298007,72.02031175260242
0.0,0.5215457199832653,0.7817609205496294,0.0,1,1,1,0,0,1,0,-60.20771390569037,62.41984464383978,38.89044468402688,115.52619321141984,36.43092928153965,-17.802015281461642
0.0,0.6207500575015156,0.7738217991862948,1.0,1,0,0,1,0,1,0,-30.825411116746764,85.56975802378382,72.05030007447941,90.15677511821262,81.35915418003513,-13.596433621865252
0.0,0.702619281914799,0.7990109364657223,0.0,0,1,1,0,1,0,1,20.642043755910123,48.48819447499461,77.47173513448897,155.74208299212236,96.37830735289572,83.5691644317427
0.0,0.6100181386428585,0.7594831736343107,0.0,0,1,0,0,1,0,1,27.201671304924545,53.18402185854661,41.0663305702537,-5.145555691987042,73.91876407447026,77.28312149722157
0.0,0.6837438354878669,0.8127074940296786,1.0,1,0,0,0,0,1,1,30.66431398315188,38.31466245784975,271.0577727459004,93.9436289986096,6.455717865948323,-8.766578277766001
0.0,0.7676647964998247,0.7859188272525857,0.0,1,0,1,0,0,1,0,27.79324443732796,78.97565496001461,156.04283375317183,124.11352029573698,4.0878706121054265,97.25266202527988
0.0,0.5858437806710046,0.8281893424470107,1.0,0,1,0,1,0,0,1,60.76549962966613,-66.53984240197853,69.45298584220404,240.8364622490845,100.31978464582562,91.77304749130852
0.0,0.7125401860731958,0.817094488947169,1.0,0,0,0,0,1,0,1,92.12894994759348,132.7331436009386,51.70310507894413,6.9490762459405175,84.95893762419985,70.24985740382209
0.0,0.6933985086164716,0.8095359382158065,0.0,0,1,0,0,0,0,0,50.335849278273535,97.95789645629556,62.54113920453739,111.93950497903542,70.89881944413733,61.99591438545696
0.0,0.6433082606905185,0.7732960505914008,0.0,0,1,0,0,0,1,1,58.93588039994904,3.1002584428556474,74.36743777102606,216.5736400529888,89.66597165483749,92.34093388861938
0.0,0.5577844128308247,0.7905803420597468,1.0,0,1,1,1,0,0,1,45.04342945795715,98.9700922701192,67.56543226645465,28.014470186937345,86.66097864142557,80.29113381846591
0.0,0.6831069728670548,0.7946954483951043,0.0,0,1,1,0,0,0,1,168.8687323374512,-32.01166586640617,62.50369680257647,-62.52668708125208,89.64876650720562,72.45433387089722
0.0,0.6265806320076676,0.8037444995296807,0.0,0,1,0,1,0,0,1,18.866898979861496,54.78840099857184,66.26551402568154,180.77468420379344,97.82385237695414,67.7835664709314
0.0,0.5693395539281304,0.8742104639848899,1.0,1,0,1,0,0,0,1,57.04590281104947,193.38342592584223,23.64676037065432,42.70207784397655,48.69824009196034,41.24721188211029
0.0,0.6988433348216521,0.7708936218633732,0.0,0,1,1,0,0,0,1,153.56994475654437,-49.68662689633592,73.48499860033847,138.25920359189132,93.40869797905732,78.80202112259094
0.0,0.5337667053789789,0.8019254218045684,1.0,0,1,1,1,0,1,1,149.03570938408154,118.57179303397449,39.61862294999207,-59.82622952016732,89.78479109326678,73.7784787953114
0.0,0.6469783080009814,0.7755963443487575,1.0,0,0,1,1,0,0,1,10.048247756150872,43.64029354133431,28.2696432707956,159.0677350238537,89.45350597250996,68.46762225520749
0.0,0.6582589343847327,0.8504706883416114,0.0,0,1,0,0,0,0,1,140.00384247008222,-51.80773683779606,53.57690900585183,70.89946358668684,100.97172397518749,68.07881056232203
0.0,0.7123148616461017,0.8226895412433299,0.0,1,0,1,0,0,0,0,-44.556397246839765,156.00475958966382,29.63227394457633,121.72713586925644,50.63417184918463,87.88719105683496
0.0,0.5340115782744833,0.8437433710465014,0.0,0,1,1,0,0,0,1,125.45166194708746,-9.202754147713,43.91151664759924,238.32632494723924,82.82521050094651,88.65299881915578
0.0,0.5298086738219735,0.9000690420253026,0.0,0,1,1,0,1,0,1,27.81862120026608,12.960934172349097,69.46553213011445,91.0458266083029,92.9990718857052,57.50483174105692
0.0,0.5426214136316091,0.7580809209844305,1.0,1,0,1,0,0,1,0,162.90326582905936,126.81627159681474,49.99175252920459,109.45096218372748,-4.9036719766010535,134.25783285754108
0.0,0.5506331524761695,0.752871711175745,1.0,1,0,0,1,0,1,0,21.70464241671263,34.409152368704056,-97.70011988642511,121.82918605883424,-10.379140317405271,-51.53784149601188
0.0,0.628224337711286,0.817076383157608,1.0,1,1,1,0,0,1,0,195.08343475688224,127.4086209394163,153.02603844068503,3.977829845932845,84.48373575430776,-17.82056469760557
0.0,0.8220018627793222,0.8489018531263558,0.0,1,0,0,0,0,1,1,122.05818704936765,71.16553542771996,144.89903104314683,18.112457844994395,25.21611835464346,-16.997476365829876
0.0,0.5580050284574962,0.8096369793993079,1.0,0,0,0,0,1,0,1,-0.111474113131436,57.45173305564069,82.82842223369212,-7.030962029967526,71.66441720079034,76.5644514574916
0.0,0.6088310127030406,0.7753481751553376,0.0,0,1,0,0,1,0,1,90.39646919025742,-30.45232350176238,58.68257365404656,20.214242043028023,91.94705861869856,70.29328217077624
0.0,0.5886776434444706,0.7737911882056097,0.0,0,1,1,0,1,1,1,66.2284136492619,-62.394866091274,56.48297928029631,-31.160823666444813,100.00190159290536,72.19612018259389
0.0,0.6478415150656373,0.8154587890054923,0.0,0,1,1,0,0,0,1,118.65910894481117,46.64120028275315,86.80631134821951,-54.2826705595119,97.59762344106537,62.96245191742109
0.0,0.5746581692894621,0.8227702110761724,1.0,0,1,0,0,1,0,1,-17.702190916496633,-61.313798699597854,37.226700252925184,40.7223866065394,92.13829984462936,67.16509855487045
0.0,0.5356699317667253,0.7536617939439905,1.0,1,0,0,0,0,1,1,-153.81350987276443,68.68791512803438,154.54098990531915,92.46119106864413,114.40320622935448,68.23121927621074
0.0,0.7476324736203418,0.7805881850573496,1.0,0,1,1,0,0,1,1,122.5698073233247,20.47640345523091,67.61230369949955,244.12032322592864,86.96067354595783,59.76996124764264
0.0,0.6564380460059853,0.7915187409455315,0.0,0,1,0,1,0,0,1,145.92838945311465,18.89575544251244,80.79471499476782,134.6099314395176,100.50040520329036,49.22489926995508
0.0,0.7717852442851234,0.8156102372107712,0.0,0,1,1,1,0,0,1,65.2775996224251,-48.04548416171125,35.24362342268002,-10.409501995137418,85.31094458416,74.10080844509133
0.0,0.5407471920009641,0.7976362802728301,1.0,1,0,1,0,0,1,0,-122.7775916702806,170.12588842848737,36.52718283478446,213.12859005434348,132.28480857529428,102.9561034640313
0.0,0.582160203456721,0.7733017085580621,1.0,1,0,1,0,0,1,0,78.43127848911463,94.26349753259788,161.2137472690639,34.03755752251353,40.68720398407889,-24.545096032592625
0.0,0.6416530349066147,0.7389362598885513,0.0,0,1,0,0,0,0,1,73.65431913039313,23.10620823663368,44.58904022778658,54.948865417077485,92.38669273230714,82.56434706018764
0.0,0.5723168121885042,0.7469927221474056,1.0,0,0,0,0,0,0,1,52.89304583610325,157.69517894333222,65.48443078049814,74.09800877415034,81.85946663486835,48.19764713543037
0.0,0.6075607042087936,0.7906202301011703,1.0,0,1,1,0,0,0,1,57.127267593475,74.53958548438257,57.66808544926223,-38.399286785589766,112.42867003099563,95.17177846640595
0.0,0.5209844929364548,0.793011769726366,1.0,0,1,1,1,0,0,1,114.45846499007334,-16.457118890755048,48.62699779351094,100.37604384023328,85.44439123476722,79.45215149306901
0.0,0.580980636059388,0.8271777241537196,1.0,0,1,1,0,0,1,1,95.2046931244082,165.03487267742963,72.02224368765118,150.64488314177365,80.52593030631722,77.98754554226153
0.0,0.6989648369628327,0.804670767788543,1.0,1,0,1,0,0,1,1,31.220400890609525,1.4816469625165496,18.324479613189823,126.41966824224056,59.84588648902447,-50.235183563974445
0.0,0.5751805001004388,0.7772334380570725,1.0,0,0,0,0,1,0,1,226.70879491211565,97.5292286517976,51.59725072876333,20.65698085633176,92.47310717012346,74.55662856646563
0.0,0.624043863299735,0.7772190589242504,1.0,1,0,1,0,0,1,0,143.33718883356835,199.3697106583968,-119.53623592943978,104.40209198449604,29.194620158156937,37.65576608668616
0.0,0.6657960227486504,0.7701121445795686,0.0,1,0,1,0,0,1,0,-23.25788058776248,91.37353617753335,80.46396735661384,193.79713790514336,63.36139095704631,10.02188290700532
0.0,0.6459374358428072,0.7353899890852285,0.0,1,0,1,1,0,1,0,34.54968026264547,132.39285955555215,172.21790274922984,96.1954347889507,-61.79100290247851,-5.620718406078005
0.0,0.5438125751343551,0.7865610836806674,1.0,0,1,1,0,1,0,1,-66.55903262692931,2.503131931580665,62.247950169176114,172.4562689019192,85.30639408641842,68.45468670826413
0.0,0.6262480483567457,0.7349333268909313,1.0,0,1,1,1,0,0,1,48.26191133618122,-23.874509962542547,108.79124208390128,112.31210691570088,102.43438142235097,67.80316203221882
0.0,0.5410998662796365,0.8557191062901622,0.0,0,1,1,0,0,0,1,94.8058178446134,119.4933336952696,38.2284470985882,-13.558129056310976,86.88822033091611,94.56827446770596
0.0,0.6613997302972964,0.843978495564274,1.0,1,1,1,0,0,1,0,65.05939146500432,36.978815548837744,289.0372677547043,30.59886965671249,79.59350950799387,14.181426353706597
0.0,0.6223978318988426,0.7825787182358523,0.0,0,1,0,0,0,0,1,-5.718169422819628,-4.077301738504577,34.847168090981086,124.357326182529,86.0961969223468,82.87214703507439
0.0,0.5978933761825216,0.7581899340654279,0.0,0,1,1,0,0,0,1,43.39339184225621,41.04735040955524,45.97881801686536,31.60570961947971,88.49116144034423,89.6871703292395
0.0,0.5998741378608133,0.7710810472466793,0.0,1,1,1,0,0,1,0,-120.60461139765778,184.2953925921935,152.92774590701512,95.49960907502422,14.802725341472192,35.78258464167796
0.0,0.5492021117167443,0.7731402659891685,0.0,0,1,1,0,1,0,1,230.02383529840588,84.07253483663175,45.91302983057852,180.85001352150533,102.91363781921916,77.30768407768427
0.0,0.641128282891933,0.8393489240798067,1.0,1,1,1,0,0,1,0,118.59082982445132,57.1762401478392,133.01803217065537,38.02259654322358,-10.025203956956908,148.12396336604172
0.0,0.7555284179501622,0.790662842062678,0.0,1,1,1,0,0,1,0,-15.693378517733684,82.80350415012032,126.98506440991493,82.20927168171859,101.3073762532864,-52.00056984387081
0.0,0.5612226420458434,0.8422332999553557,0.0,1,1,1,0,0,1,0,179.54796823768942,102.77992293299634,23.47036604374172,182.12131360669085,14.367905367414885,54.02766772544345
0.0,0.7108609687383877,0.7892913374214018,1.0,0,0,1,0,0,1,0,2.118516993358938,-26.35056716123691,90.81698162918129,154.85259608872542,92.14440479985544,83.13767733958524
0.0,0.6202064118037882,0.7634967377155737,0.0,0,1,1,0,1,0,1,128.97724515615755,14.623694250367826,83.39331101008845,78.46360192303698,88.30774545557355,64.19631294290166
0.0,0.5287882511315156,0.8425114468878185,0.0,0,1,1,0,0,0,0,80.08317940316002,28.661611070375884,50.99739501392487,133.12407349284877,96.11060814637672,72.00036424796824
0.0,0.6115646831889519,0.8215548036680147,0.0,1,1,1,0,0,1,0,65.35560039947795,119.7303272736442,172.7744889955834,161.4894878084118,36.08802865559489,71.3106380684448
0.0,0.6639177301733826,0.739679449687195,0.0,1,0,1,0,0,1,0,76.25605390983168,122.23381554201175,29.93740233937443,15.44257702793169,94.42736266897091,68.09905879487842
0.0,0.6008235672755109,0.7564255947170825,1.0,1,0,1,0,0,1,0,33.163913944141896,65.82503349010582,-119.63951035186454,71.87512425054165,93.73521484748338,44.78941286694182
0.0,0.6232287794668815,0.7253992878571338,0.0,1,0,1,0,0,1,0,66.94641395312193,-22.305006757199465,186.90660922826493,103.6963716434785,27.422239715037986,56.17652898432772
0.0,0.5465444211492791,0.7933581384201457,0.0,0,1,0,0,1,0,0,-15.74420396399907,80.59721572702975,41.51074861475295,152.0289972077182,104.64599721881808,82.73407340961454
0.0,0.5698404081302438,0.8492217901786743,0.0,1,0,1,0,0,1,0,42.4590454832156,151.26384786283654,103.34577873426362,164.8249512527697,-1.3888428387111065,-23.8140413990236
0.0,0.6226589942800249,0.8164799053218882,0.0,1,0,0,0,0,1,0,3.1799753638117494,97.23099400110894,105.5707253841097,-49.659431359097766,22.04833000365901,-27.26218698466016
0.0,0.5990932431510756,0.7998644231967034,0.0,1,0,1,0,0,1,1,140.03210533531094,79.57845299539073,-44.22233480368607,67.72056344659697,50.83888892305298,56.87861653918885
0.0,0.719250807899388,0.7701921335721612,0.0,1,0,1,0,0,1,0,30.88390134069055,102.8535772005662,166.5030250297389,75.32072435365544,27.614510156979414,-36.074783797487925
0.0,0.6634846439322677,0.7022393954563269,0.0,1,0,0,0,0,1,0,31.596906769051085,150.85393225687326,130.26594797725056,220.77997605916804,-8.5980260093283,94.99074115969546
0.0,0.607806385385429,0.8449166762043104,0.0,0,0,0,0,0,1,1,166.3490474437795,104.04598473447513,63.88968977918317,109.0833522391206,91.67055292721128,77.50779315215493
0.0,0.7222971416460412,0.7324761652704307,1.0,0,1,1,0,0,0,1,77.09509241974904,-0.5338010530072772,69.11284002483283,-55.88671337707615,95.83589745985076,64.0133153822611
0.0,0.7932753354781231,0.8132521709681303,1.0,1,0,1,0,0,1,0,73.35959937566946,146.351098761635,48.26023750984648,69.09092236829122,-25.2692758714404,15.02488833216162
0.0,0.6917145680940525,0.7871445261362249,0.0,0,1,0,0,0,1,1,68.04329508142415,-16.774220944489322,30.561248484012104,105.03820682404572,94.66066275164474,66.31501916544025
0.0,0.67307473704468,0.7857904671234903,1.0,1,0,1,0,0,1,0,77.00336295977694,145.31563149410354,155.30772659573552,134.87637706618142,90.62196951928829,57.08197371544016
0.0,0.6339159662734526,0.7875384302514321,1.0,1,0,1,0,0,1,0,127.67862733328272,62.30083137561891,95.87319094288864,55.491858496299294,1.2585942294623536,84.28437792967091
0.0,0.625889334969234,0.7817544783419355,1.0,0,1,1,1,0,0,0,-22.9365327876867,77.44843158296632,20.40734884189444,118.82843557641245,77.83676202905465,63.82334655755805
0.0,0.6743868662728247,0.8179464774397083,1.0,1,0,1,1,0,1,0,100.41955838926572,99.38470670327044,-74.26417507296676,10.439005678788106,-8.335479289666047,-20.493757496626927
0.0,0.5703097483166049,0.7349854946775456,1.0,1,0,0,0,0,1,0,68.58048622300748,136.18426845982492,217.8811040894884,33.35413706339836,-11.34986577323108,18.406770452909548
0.0,0.5541406983911341,0.7763405382214719,1.0,0,1,1,1,1,1,1,59.18363662203096,-18.73337009962664,75.08672770238742,215.7664112145976,95.55317638924808,60.98295170280559
0.0,0.5563484728969159,0.7448802500623897,0.0,1,0,1,0,0,1,0,57.3573651535058,40.00627867460711,125.04930725605968,113.54159522976028,19.55587835560513,38.63650647771584
0.0,0.5343623195470797,0.7973517491834503,0.0,0,1,0,0,1,0,0,-54.35119642553295,59.72066378956927,5.718674298055781,88.38212043555913,88.22496411406495,60.956866859888684
